Forma grafica;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
origin;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;2;1;0;1;1;0;0;0;0;2;1;0;1;0;1;1;0;0;1
frame;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;2;0;1;0;0;0;1;0;1;1;1;0;1;0;2;0;2;1;0;0;1;0;1;2
fals;0;2;0;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;3;2;2;0;1;0;0;2;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0
sens;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;2;0;0;0;1;0;0;0;0;1;0;0;0;1;3;0;0;1;0;0;0;1;0;0;0;2;1;0;1;0;2;0;0;0;2;1;1;0
confid;1;0;0;2;1;0;3;0;1;0;1;1;0;0;1;1;0;0;1;0;2;0;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0
mode;1;2;2;0;0;0;1;0;0;2;1;0;1;2;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;2;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0
mother;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;2;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0
intimaci;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;1;1;2;1;1;4;3;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
analys;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;2;1;0;0;0;2;0;1;1;0;2;0;1;0;2;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;3;1;0
undermin;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;2;1;0;1;0;0;0;0;1;1;1;0;1;1;2;0;2;0;3;1;1;1;0;0
featur;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;1;1;0;1;3;0;1;1;1;4;0;1;3;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0
fit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;2;1;2;0;0;1;0;0;0;1;0;1;0;0;2;2;1;1;2;1;2;1;2;0;0;0;0;1;0;0;0;0;0
androgyni;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;3;5;3;3;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
opinion chang;2;3;4;5;1;3;0;1;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
depress symptom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;2;3;0;2;0;1;1;2;0;1;2;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1
attitud behavior;0;0;0;0;0;0;1;1;0;1;0;1;0;1;2;1;0;3;2;2;3;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
util;2;0;0;1;1;2;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;0
stressor;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;3;1;2;0;0;1;0;3;1;1;0;0;1;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
separ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;1;2;1;0;2;0;1;2;2;1;0;0;0;0;0;2;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0
friend;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;2;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;1;2;2
marriag;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;2;1;0;1;0;1;2;0;0;0;2;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0
date;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;3;1;0;0;2;0;0;0;0;2;0;2;0;2;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0
reduct;0;1;4;1;3;1;1;0;2;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
hypnot;1;0;0;0;0;1;1;0;2;0;1;0;0;0;0;2;0;1;0;2;0;1;0;2;1;1;3;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
romant;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;2;1;1;0;1;0;0;1;0;2;1;1;1;0;2;0;1;1;0;0;0;0;1;0;1
heurist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;2;2;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;2;1
transfer;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2;0;1;2;2;0;0;2;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0
review;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;3;1;2;2;1;1;0;1;0;1;1;1;1;0;0;0;1;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
issu;0;0;0;0;0;0;0;1;0;0;1;2;0;2;2;2;1;0;2;0;0;0;3;1;1;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
coalit;0;0;0;0;0;0;1;0;1;1;2;3;1;1;1;3;2;0;1;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
loneli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;2;3;3;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0
resili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;0;3;0;2;3;0;0;1;1;1;2;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0
social dilemma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;0;0;0;0;1;0;1;2;1;2;0;2;1;0;1;1;1;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0
social class;1;2;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;2;1;1;1;1;0;1;1;0
self efficaci;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;1;2;1;2;2;3;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
self awar;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;3;3;2;2;1;1;0;2;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
social behavior;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;2;0;0;1;3;0;2;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
emot express;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3;0;1;1;2;0;3;1;2;1;1;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
mortal salienc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;3;3;0;0;2;0;1;1;0;2;2;2;0;1;0;1;0;0;0;0;0;0;0
empath;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;0;0;0;1;0;1;2;1;1;0;0;3;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0
outgroup;1;2;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;1;1;5;0;2;0;0;2;1;1;0;0;0;0;1;0
inventori;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;3;0;2;1;1;2;0;0;1;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0
product;1;0;0;2;0;0;3;1;0;0;2;0;1;0;1;1;0;0;0;0;1;2;1;0;0;0;1;1;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bystand;0;0;0;2;0;0;1;3;1;1;1;2;1;3;2;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
polar;0;0;0;0;3;1;0;0;1;1;1;0;0;1;2;1;1;0;1;1;1;2;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
ambigu;0;0;2;1;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;3;0;1;2;0;1;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
right;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;2;0;1;1;1;0;0;0;1;0;0;0;1;0;2;0;0;0
class;1;0;0;1;0;1;1;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;2;4;0
confirm;1;2;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;2;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
instruct;4;2;2;1;2;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
critic;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;3;1;0;0;2;2;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
everydai;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;1;2;0;0;0;2;0;1;0;2;2;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;1;2;0
fundament;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;1;0;1;0;0;0;1;2;1;0;0;2;0;0;3;0;0;0;1;2;0;0;0;0
old;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;2;0;0;2;2;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;1;1;0;3;0;0;0
prevent;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;0;1;0;0;0;2;1;2;1;1;2;0;0;0;0;1;2;0
tempera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;0;0;0;0;1;2;2;0;4;0;3;0;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0
agenc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;2;1;0;1;1;0;0;0;1;1;0;1;0;2;0;3;1;0;0;2;1;0;0;1;0;0
perceiv control;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0;2;0;1;2;1;0;0;1;3;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
life span;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2;2;1;0;0;0;2;2;0;3;4;0
freedom;0;1;1;1;0;3;4;0;1;4;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
resolut;3;0;2;0;0;0;1;0;0;2;2;0;1;0;0;3;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1
blame;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;2;1;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0
eat;1;0;0;4;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0
avail;1;1;2;0;0;0;1;1;0;0;0;1;0;0;2;2;0;0;0;0;1;1;0;0;0;1;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
aspir;3;1;3;2;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0
dilemma;0;0;0;0;0;0;2;0;1;0;0;2;2;0;0;1;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;2;2
will;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;2;1;1;0;1;1;0;0;5;0;1;0;1
semant;2;0;2;0;1;1;1;2;0;0;0;0;0;0;1;0;0;3;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
adject;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;1;1;2;2;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
gain;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;2;2;0;2;1;0;0;0;2;0;0;0;0;1;0;1;0;0;0;2;0;1;0
strateg;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;2;1;1;0;0;1;1;0;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0
hierarch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;1;0;0;0;0;0;1;0;0;0;0;1;5;2;0;0;2;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
sexism;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;1;0;1;0;1;0;0;0;3;0;0;0;0;5;0;2;3;1;1
everydai life;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;1;0;1;1;0;0;1;4;0;2;2;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
psycholog well be;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;0;0;2;0;1;1;1;1;0;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
aggress behavior;0;1;2;1;1;1;1;2;0;3;2;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
interperson behavior;1;0;0;0;0;0;0;2;1;1;0;0;2;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;1
diverg;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;3;1;1;0;2;2;0;0;0;0;0;0;0;0
interview;3;0;1;1;0;2;0;0;0;3;3;1;0;0;0;1;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
misattribut;0;0;0;0;1;0;0;0;0;2;3;2;1;0;0;0;2;0;2;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
normal;2;0;0;1;0;0;0;3;0;1;3;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
produc;1;2;0;0;1;1;0;0;0;2;2;3;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
intervent;0;0;0;2;0;0;1;0;1;0;0;0;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;3;0;0;2;0;1
assimil;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;2;0;1;0;0;1;0;1;0;1;0;0;0;0;2;1;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
congruenc;0;0;0;0;0;1;1;2;0;2;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0
feminin;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;3;1;2;0;1;0;1;0;2;0;2;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
stranger;0;2;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1;0;1;0;1;0;0;1;2;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
negro;9;3;3;4;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
egocentr;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;2;0;1;0;0;0;1;0;1;0;1;0;1;1;2;0;1;1;1;1;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0
underli;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;1;2;0;1;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;1;1;0;1;1;0;0;0;0;0
group size;0;0;0;2;0;0;0;1;1;1;2;3;0;2;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
social context;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;3;1;2;0;2;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
prospect;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;3;2;0;1;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1
same;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;3;1;0;0;0;1;0;1;0;1;1;0;0
threaten;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;2;1;2;1;2;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
disconfirm;1;0;0;1;1;0;0;0;0;2;1;0;1;0;1;0;2;0;0;0;0;1;1;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
properti;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;1;2;0;0;1;0;0;1;0;0;0;2;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
hypothes;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;1;0;1;0;1;0;2;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
becom;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;2;0;0;0;0;3;0;1
reexamin;0;2;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;2;1;0;1;0;0;0;1;0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
harm;0;0;1;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;2;1;2
weight;1;0;0;1;0;0;2;1;0;3;1;1;0;0;1;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
result;0;1;1;0;0;1;1;0;0;0;0;2;0;0;2;3;0;0;0;1;0;0;1;0;0;0;1;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
suscept;0;0;4;1;0;0;0;1;0;0;0;0;0;0;1;0;1;2;1;1;0;1;1;1;1;0;2;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
delai;3;0;0;3;1;0;0;1;0;1;1;2;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1
basi;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;0;0;1;1;1;0;1;0;1;0;0;0;2;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
cardiovascular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;3;1;0;1;0;1;1;2;1;1;0;0;1;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
critiqu;0;0;0;0;0;0;0;1;0;0;1;1;0;1;3;1;0;0;2;1;2;1;2;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
want;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;1;0;0;1;2;4;1;0;0;0;2
fulfil;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;3;2;1;0;0;2;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
uniqu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;2;0;0;1;0;2;0;0;0;1;0;2;0;0;2;0;1;1;0
facet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;2;0;1;0;2;0;0;1;0;0;2;1;2;2;0
paradox;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;0;2;0;0;0;0;2;0;0;3
interact effect;0;0;1;2;0;0;1;0;3;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
intergroup bia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;1;2;1;1;1;0;2;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;2;0
person situat;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;1;0;1;0;1;0;0;2;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0
emot experi;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;1;2;0;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
